StockCode,Description,TotalAmount_sum,TotalAmount_mean,TotalAmount_count,Quantity_sum,Quantity_mean,UnitPrice_mean,UnitPrice_std,CustomerID_nunique,InvoiceNo_nunique,Revenue_per_Customer,Avg_Quantity_per_Transaction,Revenue_Category,Popularity_Category
79323B,BLACK CHERRY LIGHTS,108.0,36.0,3,16,5.33,6.75,0.0,2,3,54.0,5.33,Low,Niche
79323P,PINK CHERRY LIGHTS,81.0,27.0,3,12,4.0,6.75,0.0,1,3,81.0,4.0,Low,Niche
79323W,WHITE CHERRY LIGHTS,54.0,54.0,1,8,8.0,6.75,,1,1,54.0,8.0,Low,Niche
79329,PINK FLOCK GLASS CANDLEHOLDER,12.18,6.09,2,12,6.0,1.01,0.9,2,2,6.09,6.0,Low,Niche
79331,PINK FLOCK GLASS CANDLEHOLDER,17.5,5.83,3,26,8.67,0.8,0.73,3,3,5.83,8.67,Low,Niche
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,13.68,4.56,3,36,12.0,0.38,0.0,2,3,6.84,12.0,Low,Niche
79337,BLUE FLOCK GLASS CANDLEHOLDER,262.24,23.84,11,650,59.09,0.61,0.51,9,11,29.14,59.09,Medium,Occasional
79403,FROSTED WHITE BASE ,75.65,6.88,11,89,8.09,0.85,0.0,9,11,8.41,8.09,Low,Occasional
79406,FROSTED WHITE BASE ,30.8,5.13,6,140,23.33,0.22,0.0,6,6,5.13,23.33,Low,Niche
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.93,3.39,10,117,11.7,0.29,0.0,8,8,4.24,14.62,Low,Niche
81950V,FLOWER PURPLE CLOCK W/SUCKER,4.25,1.42,3,5,1.67,0.85,0.0,3,3,1.42,1.67,Low,Niche
81950V,FLOWER PURPLE CLOCK WITH SUCKER,4.64,1.16,4,16,4.0,0.29,0.0,3,3,1.55,5.33,Low,Niche
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,4.22,9,200,22.22,0.19,0.0,9,9,4.22,22.22,Low,Niche
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.73,2.58,27,367,13.59,0.19,0.0,22,24,3.17,15.29,Low,Occasional
81953B,ROUND BLUE CLOCK WITH SUCKER,2.09,0.42,5,11,2.2,0.19,0.0,2,3,1.04,3.67,Low,Niche
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,5.32,1.77,3,28,9.33,0.19,0.0,2,3,2.66,9.33,Low,Niche
82001S,SILVER RECORD COVER FRAME,955.86,50.31,19,272,14.32,4.4,1.63,13,19,73.53,14.32,High,Occasional
82001S,VINYL RECORD FRAME SILVER,4300.75,47.26,91,1243,13.66,3.7,0.59,45,90,95.57,13.81,Premium,Popular
82011A,"BATHROOM SCALES, TROPICAL BEACH",60.0,6.0,10,16,1.6,3.75,0.0,8,10,7.5,1.6,Low,Niche
82011B,BATHROOM SCALES RUBBER DUCKS,139.35,7.33,19,41,2.16,3.67,0.25,11,19,12.67,2.16,Medium,Occasional
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,172.05,8.6,20,51,2.55,3.67,0.25,17,20,10.12,2.55,Medium,Occasional
82095,HEART BUTTONS JEWELLERY BOX,53.55,13.39,4,7,1.75,7.65,0.0,4,4,13.39,1.75,Low,Niche
82482,WOODEN PICTURE FRAME WHITE FINISH,20567.9,22.75,904,8503,9.41,2.65,0.36,410,893,50.17,9.52,Premium,Best-Seller
82483,WOOD 2 DRAWER CABINET WHITE FINISH,15930.57,28.15,566,2547,4.5,6.69,1.12,243,549,65.56,4.64,Premium,Best-Seller
82484,WOOD BLACK BOARD ANT WHITE FINISH,34648.96,56.16,617,5945,9.64,7.46,0.99,285,615,121.58,9.67,Premium,Best-Seller
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6531.88,33.33,196,756,3.86,8.9,0.61,130,191,50.25,3.96,Premium,Best-Seller
82486,WOOD S/3 CABINET ANT WHITE FINISH,11644.65,29.55,394,1399,3.55,8.57,0.59,183,389,63.63,3.6,Premium,Best-Seller
82494L,WOODEN FRAME ANTIQUE WHITE ,18413.62,22.03,836,6587,7.88,2.93,0.34,392,826,46.97,7.97,Premium,Best-Seller
82551,LAUNDRY 15C METAL SIGN,4234.92,16.41,258,2795,10.83,1.49,0.2,156,256,27.15,10.92,Premium,Best-Seller
82552,WASHROOM METAL SIGN,4462.37,14.92,299,2922,9.77,1.47,0.13,184,292,24.25,10.01,Premium,Best-Seller
82567,"AIRLINE LOUNGE,METAL SIGN",1011.41,6.7,151,497,3.29,2.06,0.13,86,149,11.76,3.34,High,Best-Seller
82578,KITCHEN METAL SIGN,1095.16,4.87,225,1968,8.75,0.56,0.08,142,221,7.71,8.9,High,Best-Seller
82580,BATHROOM METAL SIGN,3145.05,8.0,393,5795,14.75,0.56,0.1,210,388,14.98,14.94,Premium,Best-Seller
82581,TOILET METAL SIGN,2008.29,6.52,308,3770,12.24,0.55,0.06,172,307,11.68,12.28,High,Best-Seller
82582,AREA PATROLLED METAL SIGN,8566.92,22.49,381,4297,11.28,2.11,0.24,176,377,48.68,11.4,Premium,Best-Seller
82583,HOT BATHS METAL SIGN,12965.6,31.32,414,6487,15.67,2.08,0.1,206,393,62.94,16.51,Premium,Best-Seller
82599,FANNY'S REST STOPMETAL SIGN,879.18,10.11,87,421,4.84,2.1,0.04,67,85,13.12,4.95,High,Popular
82600,N0 SINGING METAL SIGN,2523.78,72.11,35,1197,34.2,2.09,0.15,30,35,84.13,34.2,Premium,Occasional
82600,NO SINGING METAL SIGN,9644.8,24.67,391,4673,11.95,2.08,0.09,206,387,46.82,12.07,Premium,Best-Seller
82605,OLD DOC RUSSEL METAL SIGN,29.4,9.8,3,14,4.67,2.1,0.0,3,3,9.8,4.67,Low,Niche
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",83.75,5.58,15,67,4.47,1.25,0.0,13,14,6.44,4.79,Low,Occasional
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",277.25,5.9,47,421,8.96,1.02,0.38,39,46,7.11,9.15,Medium,Popular
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",243.85,6.25,39,381,9.77,0.99,0.39,33,38,7.39,10.03,Medium,Occasional
82613D,METAL SIGN CUPCAKE SINGLE HOOK,280.5,5.39,52,490,9.42,0.95,0.4,43,51,6.52,9.61,Medium,Popular
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,91.8,1,36,36.0,2.55,,1,1,91.8,36.0,Low,Niche
82616B,FRAPPUCINO SCARF KNITTING KIT,428.03,8.39,51,317,6.22,1.68,0.69,35,48,12.23,6.6,Medium,Popular
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,389.27,7.34,53,280,5.28,1.57,0.61,40,53,9.73,5.28,Medium,Popular
84006,MAGIC TREE -PAPER FLOWERS,708.05,8.96,79,833,10.54,0.85,0.0,46,78,15.39,10.68,High,Popular
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1286.9,13.69,94,1330,14.15,1.05,0.55,77,93,16.71,14.3,High,Popular
84016,FLAG OF ST GEORGE CAR FLAG,10.5,10.5,1,25,25.0,0.42,,1,1,10.5,25.0,Low,Niche
84029E,RED WOOLLY HOTTIE WHITE HEART.,13506.96,40.56,333,3726,11.19,4.06,0.65,228,326,59.24,11.43,Premium,Best-Seller
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9387.17,28.45,330,2483,7.52,4.0,0.56,212,323,44.28,7.69,Premium,Best-Seller
84030E,ENGLISH ROSE HOT WATER BOTTLE,5780.66,20.0,289,1426,4.93,4.27,0.49,198,279,29.2,5.11,Premium,Best-Seller
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,538.78,10.56,51,194,3.8,3.87,1.3,35,50,15.39,3.88,Medium,Popular
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,383.69,9.84,39,115,2.95,3.96,1.26,30,38,12.79,3.03,Medium,Occasional
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1195.51,10.87,110,477,4.34,2.75,0.7,79,107,15.13,4.46,High,Popular
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1475.5,10.77,137,720,5.26,2.64,0.79,108,134,13.66,5.37,High,Best-Seller
84033,FLAG OF ST GEORGE ,37.95,5.42,7,23,3.29,1.65,0.0,7,7,5.42,3.29,Low,Niche
84050,PINK HEART SHAPE EGG FRYING PAN,4400.08,21.15,208,3152,15.15,1.64,0.38,139,202,31.66,15.6,Premium,Best-Seller
84051,ASS COLOUR GLOWING TIARAS,212.8,8.18,26,280,10.77,0.84,0.04,24,24,8.87,11.67,Medium,Occasional
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13840.17,28.95,478,55615,116.35,0.29,0.06,307,477,45.08,116.59,Premium,Best-Seller
84078A,SET/4 WHITE RETRO STORAGE CUBES ,14255.4,125.05,114,392,3.44,38.77,2.14,79,114,180.45,3.44,Premium,Popular
84086B,YELLOW/BLUE RETRO RADIO,50.15,5.57,9,17,1.89,2.95,0.0,3,8,16.72,2.12,Low,Niche
84086C,PINK/PURPLE RETRO RADIO,413.0,19.67,21,140,6.67,2.95,0.0,13,19,31.77,7.37,Medium,Occasional
84192,ASSORTED COLOUR METAL CAT ,143.75,5.13,28,115,4.11,1.25,0.0,19,25,7.57,4.6,Medium,Occasional
84199,GLOW IN DARK DOLPHINS,27.09,0.9,30,129,4.3,0.21,0.0,28,28,0.97,4.61,Low,Occasional
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.47,1.24,2,13,6.5,0.19,0.0,2,2,1.24,6.5,Low,Niche
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95,0.95,1,5,5.0,0.19,,1,1,0.95,5.0,Low,Niche
84206A,3 BLACK CATS W HEARTS BLANK CARD,4.56,1.52,3,24,8.0,0.19,0.0,3,3,1.52,8.0,Low,Niche
84206B,CAT WITH SUNGLASSES BLANK CARD,0.95,0.95,1,5,5.0,0.19,,1,1,0.95,5.0,Low,Niche
84206C,CHAMPAGNE TRAY BLANK CARD,1.52,0.76,2,8,4.0,0.19,0.0,2,2,0.76,4.0,Low,Niche
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4871.45,47.3,103,10297,99.97,0.62,0.08,72,103,67.66,99.97,Premium,Popular
84218,BOX/12 CHICK & EGG IN BASKET,222.3,5.56,40,122,3.05,1.94,0.04,37,40,6.01,3.05,Medium,Occasional
84226,HEN HOUSE W FAMILY IN BARN & NEST,34.51,3.83,9,49,5.44,0.83,0.07,9,9,3.83,5.44,Low,Niche
84227,HEN HOUSE W CHICK IN NEST,0.42,0.42,1,1,1.0,0.42,,1,1,0.42,1.0,Low,Niche
84228,HEN HOUSE W CHICK STANDING,107.82,6.34,17,271,15.94,0.42,0.01,13,17,8.29,15.94,Low,Occasional
84228,HEN HOUSE WITH CHICK STANDING,5.88,1.96,3,14,4.67,0.42,0.0,3,3,1.96,4.67,Low,Niche
84231,EASTER BUNNY WITH BASKET ON BACK,68.25,3.59,19,105,5.53,0.65,0.0,13,18,5.25,5.83,Low,Occasional
84247E,PACK OF 12 CHRISTMAS FUN CARDS,212.4,12.49,17,72,4.24,2.95,0.0,13,15,16.34,4.8,Medium,Occasional
84247E,PACK/12 XMAS FUN CARD,100.3,9.12,11,34,3.09,2.95,0.0,10,10,10.03,3.4,Low,Occasional
84247G,"DECOUPAGE,GREETING CARD,",141.12,6.14,23,336,14.61,0.42,0.0,17,23,8.3,14.61,Medium,Occasional
84247K,"FOLK ART GREETING CARD,pack/12",100.3,9.12,11,34,3.09,2.95,0.0,7,10,14.33,3.4,Low,Occasional
84247L,FAWN AND MUSHROOM GREETING CARD,45.36,5.67,8,108,13.5,0.42,0.0,8,8,5.67,13.5,Low,Niche
84247N,PACK/12 BLUE FOLKART CARDS,64.9,3.61,18,22,1.22,2.95,0.0,16,18,4.06,1.22,Low,Occasional
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",68.84,5.3,13,160,12.31,0.48,0.15,12,13,5.74,12.31,Low,Occasional
84251B,"GREETING CARD, STICKY GORDON",32.11,2.14,15,169,11.27,0.19,0.0,12,15,2.68,11.27,Low,Occasional
84251C,"GREETING CARD, TWO SISTERS.",4.56,2.28,2,24,12.0,0.19,0.0,2,2,2.28,12.0,Low,Niche
84251G,"GREETING CARD, OVERCROWDED POOL.",34.2,2.28,15,180,12.0,0.19,0.0,15,15,2.28,12.0,Low,Occasional
84279B,CHERRY BLOSSOM DECORATIVE FLASK,704.43,11.18,63,189,3.0,3.74,0.05,48,60,14.68,3.15,High,Popular
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1313.97,12.51,105,355,3.38,3.74,0.07,79,101,16.63,3.51,High,Popular
84306,S/3 PINK SQUARE PLANTERS ROSES,21.9,10.95,2,2,1.0,10.95,0.0,2,2,10.95,1.0,Low,Niche
84313B,BLUE TV TRAY TABLE ,175.8,13.52,13,76,5.85,3.19,1.19,6,13,29.3,5.85,Medium,Occasional
84313C,ORANGE TV TRAY TABLE ,908.15,37.84,24,461,19.21,2.24,0.78,17,24,53.42,19.21,High,Occasional
84341B,SMALL PINK MAGIC CHRISTMAS TREE,252.23,7.42,34,618,18.18,0.5,0.21,30,33,8.41,18.73,Medium,Occasional
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17888.62,54.37,329,17273,52.5,2.6,0.52,192,307,93.17,56.26,Premium,Best-Seller
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,611.15,24.45,25,37,1.48,16.79,0.55,16,25,38.2,1.48,High,Occasional
84356,POMPOM CURTAIN,1570.15,34.13,46,337,7.33,5.65,2.12,32,46,49.07,7.33,High,Popular
84358,FLOOR LAMP SHADE WOOD BASE,287.74,23.98,12,32,2.67,9.34,0.75,6,12,47.96,2.67,Medium,Occasional
84360,TABLE LAMP WHITE SHADE WOOD BASE,388.3,22.84,17,74,4.35,5.8,0.43,9,17,43.14,4.35,Medium,Occasional
84375,SET OF 20 KIDS COOKIE CUTTERS,8724.57,20.29,430,4162,9.68,2.15,0.32,290,418,30.08,9.96,Premium,Best-Seller
84378,SET OF 3 HEART COOKIE CUTTERS,7831.84,14.61,536,6091,11.36,1.33,0.18,376,525,20.83,11.6,Premium,Best-Seller
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6802.65,13.21,515,5356,10.4,1.33,0.18,325,505,20.93,10.61,Premium,Best-Seller
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,21.45,1,11,11.0,1.95,,1,1,21.45,11.0,Low,Niche
84388,WISE MAN STAR SHAPE EGG PAN,13.14,2.19,6,24,4.0,1.02,0.69,6,6,2.19,4.0,Low,Niche
84402B,PURPLE DRESS JEWELLERY STAND,48.19,16.06,3,61,20.33,0.79,0.0,3,3,16.06,20.33,Low,Niche
84406B,CREAM CUPID HEARTS COAT HANGER,7287.88,29.15,250,1960,7.84,3.81,0.48,134,247,54.39,7.94,Premium,Best-Seller
84415A,PINK FLOCK SUEDE CUSHION COVER ,15.0,7.5,2,12,6.0,1.25,0.0,2,2,7.5,6.0,Low,Niche
84415B,BLUE FLOCK CUSHION COVER ,12.5,6.25,2,6,3.0,2.5,1.77,2,2,6.25,3.0,Low,Niche
84422,PINK/BLUE DISC/MIRROR STRING,239.13,26.57,9,599,66.56,0.44,0.15,8,9,29.89,66.56,Medium,Niche
84429A,MEDIUM PINK BUDDHA HEAD ,138.65,9.24,15,47,3.13,2.95,0.0,13,14,10.67,3.36,Medium,Occasional
84452,METAL RABBIT LADDER EASTER ,66.3,3.9,17,78,4.59,0.85,0.0,14,17,4.74,4.59,Low,Occasional
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,102.0,4.43,23,120,5.22,0.85,0.0,21,21,4.86,5.71,Low,Occasional
84459A,PINK METAL CHICKEN HEART ,994.05,16.85,59,729,12.36,1.48,0.05,49,55,20.29,13.25,High,Popular
84459B,YELLOW METAL CHICKEN HEART ,938.12,15.38,61,676,11.08,1.48,0.04,54,60,17.37,11.27,High,Popular
84461,12 PINK HEN+CHICKS IN BASKET,119.85,7.99,15,47,3.13,2.55,0.0,13,15,9.22,3.13,Medium,Occasional
84462,3 PINK HEN+CHICKS IN BASKET,15.0,2.5,6,12,2.0,1.25,0.0,6,6,2.5,2.0,Low,Niche
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,4.21,7,10,1.43,2.95,0.0,7,7,4.21,1.43,Low,Niche
84466,TOP SECRET PEN SET,57.5,5.75,10,46,4.6,1.25,0.0,8,10,7.19,4.6,Low,Niche
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,6.96,7,13,1.86,3.75,0.0,7,7,6.96,1.86,Low,Niche
84499,BLACK FLOWER CANDLE PLATE,5.95,2.97,2,7,3.5,0.85,0.0,2,2,2.98,3.5,Low,Niche
84507B,STRIPES DESIGN MONKEY DOLL,79.05,5.65,14,31,2.21,2.55,0.0,10,14,7.9,2.21,Low,Occasional
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,178.5,6.38,28,70,2.5,2.55,0.0,11,27,16.23,2.59,Medium,Occasional
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,95.78,36,1631,45.31,2.41,0.21,17,36,202.83,45.31,Premium,Occasional
84508B,STRIPES DESIGN TEDDY,160.65,5.02,32,63,1.97,2.55,0.0,22,31,7.3,2.03,Medium,Occasional
84508C,BLUE CIRCLES DESIGN TEDDY,132.6,6.31,21,52,2.48,2.55,0.0,14,20,9.47,2.6,Medium,Occasional
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2228.39,15.69,142,621,4.37,3.81,0.55,103,142,21.63,4.37,Premium,Best-Seller
84509B,SET OF 4 FAIRY CAKE PLACEMATS,585.0,11.94,49,156,3.18,3.75,0.0,37,48,15.81,3.25,High,Popular
84509C,SET OF 4 POLKADOT PLACEMATS ,273.3,11.39,24,78,3.25,3.72,0.16,20,23,13.66,3.39,Medium,Occasional
84509E,SET OF 4 CAROUSEL PLACEMATS ,101.06,12.63,8,70,8.75,2.38,1.47,7,8,14.44,8.75,Low,Niche
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,856.25,18.61,46,491,10.67,2.72,1.24,42,46,20.39,10.67,High,Popular
84510A,SET OF 4 ENGLISH ROSE COASTERS,1296.84,8.53,152,1064,7.0,1.27,0.17,100,145,12.97,7.34,High,Best-Seller
84510C,SET OF 4 POLKADOT COASTERS,124.92,3.67,34,98,2.88,1.32,0.29,25,32,5.0,3.06,Medium,Occasional
84510E,SET OF 4 GREEN CAROUSEL COASTERS,26.05,2.89,9,25,2.78,1.02,0.46,9,9,2.89,2.78,Low,Niche
84519A,TOMATO CHARLIE+LOLA COASTER SET,739.19,12.12,61,477,7.82,1.45,0.71,45,61,16.43,7.82,High,Popular
84519B,CARROT CHARLIE+LOLA COASTER SET,547.24,5.88,93,426,4.58,1.34,0.53,63,91,8.69,4.68,Medium,Popular
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,388.69,7.07,55,481,8.75,0.85,0.03,51,54,7.62,8.91,Medium,Popular
84522,PINK PARTY SUNGLASSES,23.4,3.9,6,12,2.0,1.95,0.0,6,6,3.9,2.0,Low,Niche
84527,FLAMES SUNGLASSES PINK LENSES,84.45,14.07,6,47,7.83,1.9,0.12,6,6,14.08,7.83,Low,Niche
84531A,PINK KNITTED EGG COSY,71.76,2.76,26,140,5.38,0.69,0.63,24,25,2.99,5.6,Low,Occasional
84531B,BLUE KNITTED EGG COSY,83.46,3.21,26,150,5.77,0.75,0.67,24,25,3.48,6.0,Low,Occasional
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,39.1,7.82,5,46,9.2,0.85,0.0,5,5,7.82,9.2,Low,Niche
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,185.1,9.25,20,398,19.9,0.64,0.05,19,20,9.74,19.9,Medium,Occasional
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,835.14,7.46,112,1383,12.35,0.67,0.14,80,111,10.44,12.46,High,Popular
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1160.44,5.13,226,2761,12.22,0.42,0.04,140,222,8.29,12.44,High,Best-Seller
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,675.5,6.62,102,1732,16.98,0.43,0.07,74,101,9.13,17.15,High,Popular
84539,KNITTED RABBIT DOLL ,26.4,26.4,1,16,16.0,1.65,,1,1,26.4,16.0,Low,Niche
84548,CROCHET BEAR RED/BLUE  KEYRING,24.75,6.19,4,15,3.75,1.65,0.0,3,3,8.25,5.0,Low,Niche
84549,CROCHET WHITE RABBIT KEYRING ,44.7,22.35,2,30,15.0,1.55,0.14,2,2,22.35,15.0,Low,Niche
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1.65,1,1,1.0,1.65,,1,1,1.65,1.0,Low,Niche
84551,CROCHET DOG KEYRING,1.65,1.65,1,1,1.0,1.65,,1,1,1.65,1.0,Low,Niche
84558A,3D DOG PICTURE PLAYING CARDS,864.35,13.51,64,293,4.58,2.95,0.0,49,60,17.64,4.88,High,Popular
84559A,3D SHEET OF DOG STICKERS,230.28,5.76,40,270,6.75,0.87,0.12,33,40,6.98,6.75,Medium,Occasional
84559B,3D SHEET OF CAT STICKERS,186.15,4.23,44,219,4.98,0.85,0.0,36,43,5.17,5.09,Medium,Occasional
84562A,PINK/WHITE RIBBED MELAMINE JUG,15.9,7.95,2,2,1.0,7.95,0.0,2,2,7.95,1.0,Low,Niche
84563A,PINK & WHITE BREAKFAST TRAY,198.05,14.15,14,59,4.21,4.02,1.49,11,14,18.0,4.21,Medium,Occasional
84563B,BLUE & WHITE BREAKFAST TRAY,221.35,9.22,24,73,3.04,3.2,0.85,18,21,12.3,3.48,Medium,Occasional
84568,GIRLS ALPHABET IRON ON PATCHES ,2332.8,97.2,24,12480,520.0,0.2,0.02,18,23,129.6,542.61,Premium,Occasional
84569A,PACK 3 IRON ON DOG PATCHES,239.96,9.23,26,191,7.35,1.3,0.24,26,26,9.23,7.35,Medium,Occasional
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,95.0,7.92,12,76,6.33,1.25,0.0,11,11,8.64,6.91,Low,Occasional
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1.25,1,1,1.0,1.25,,1,1,1.25,1.0,Low,Niche
84569D,PACK 6 HEART/ICE-CREAM PATCHES,338.67,9.68,35,269,7.69,1.28,0.2,32,34,10.58,7.91,Medium,Occasional
84575A,PINK DOG CANNISTER,45.25,9.05,5,15,3.0,4.35,2.19,4,5,11.31,3.0,Low,Niche
84576,BLUE CAT BISCUIT BARREL PINK HEART,111.15,12.35,9,57,6.33,1.95,0.0,8,9,13.89,6.33,Low,Niche
84580,MOUSE TOY WITH PINK T-SHIRT,1260.05,10.24,123,335,2.72,3.77,0.08,91,120,13.85,2.79,High,Popular
84581,DOG TOY WITH PINK CROCHET SKIRT,623.26,8.78,71,166,2.34,3.76,0.06,60,70,10.39,2.37,High,Popular
84584,PINK GINGHAM CAT WITH SCARF,211.65,11.76,18,83,4.61,2.55,0.0,18,18,11.76,4.61,Medium,Occasional
84592,CROCHET ROSE PURSE WITH SUEDE BACK,206.5,12.15,17,70,4.12,2.95,0.0,15,17,13.77,4.12,Medium,Occasional
84593,CROCHET ROSE DES CLOTHES HANGER,14.75,7.38,2,5,2.5,2.95,0.0,1,1,14.75,5.0,Low,Niche
84595E,LARGE TORTILLA DESIGN RED BOWL,109.8,12.2,9,64,7.11,2.12,0.93,8,9,13.72,7.11,Low,Niche
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2070.01,5.45,380,4507,11.86,0.48,0.2,189,362,10.95,12.45,Premium,Best-Seller
84596E,SMALL LICORICE DES PINK BOWL,253.05,7.03,36,392,10.89,0.76,0.41,33,35,7.67,11.2,Medium,Occasional
84596F,SMALL MARSHMALLOWS PINK BOWL,1568.35,5.14,305,3317,10.88,0.5,0.23,166,289,9.45,11.48,High,Best-Seller
84596G,SMALL CHOCOLATES PINK BOWL,775.02,4.78,162,1662,10.26,0.49,0.2,84,158,9.23,10.52,High,Best-Seller
84596J,MIXED NUTS LIGHT GREEN BOWL,205.28,7.6,27,469,17.37,0.51,0.27,21,27,9.78,17.37,Medium,Occasional
84596L,BISCUITS SMALL BOWL LIGHT BLUE,441.36,5.52,80,1039,12.99,0.48,0.22,49,79,9.01,13.15,Medium,Popular
84597B,RETRO BROWN BALL ASHTRAY ,51.25,10.25,5,41,8.2,1.25,0.0,3,5,17.08,8.2,Low,Niche
84597C,RETRO PINK BALL ASHTRAY ,57.5,4.42,13,46,3.54,1.25,0.0,11,13,5.23,3.54,Low,Occasional
84598,BOYS ALPHABET IRON ON PATCHES,322.56,53.76,6,1536,256.0,0.21,0.0,5,6,64.51,256.0,Medium,Niche
84600,NEW BAROQUE JEWELLERY BOX ,375.55,17.88,21,49,2.33,7.85,0.3,17,21,22.09,2.33,Medium,Occasional
84609,TALL ROCOCO CANDLE HOLDER,737.0,40.94,18,92,5.11,8.36,0.4,16,18,46.06,5.11,High,Occasional
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.9,9.3,3,6,2.0,4.65,0.0,3,3,9.3,2.0,Low,Niche
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,4.65,1,1,1.0,4.65,,1,1,4.65,1.0,Low,Niche
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,11.9,11.9,1,2,2.0,5.95,,1,1,11.9,2.0,Low,Niche
84616,SILVER ROCCOCO CHANDELIER,419.3,52.41,8,14,1.75,29.95,0.0,6,8,69.88,1.75,Medium,Niche
84617,NEW BAROQUE BLACK BOXES,38.25,12.75,3,3,1.0,12.75,0.0,3,3,12.75,1.0,Low,Niche
84620,BLUE GINGHAM ROSE CUSHION COVER,11.9,11.9,1,2,2.0,5.95,,1,1,11.9,2.0,Low,Niche
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,494.05,14.97,33,475,14.39,1.49,0.98,24,33,20.59,14.39,Medium,Occasional
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,519.8,15.75,33,488,14.79,1.42,0.95,20,33,25.99,14.79,Medium,Occasional
84629,WHITE 3 FRAME BIRDS AND TREE ,154.95,14.09,11,21,1.91,9.59,7.94,10,11,15.5,1.91,Medium,Occasional
84631,FRUIT TREE AND BIRDS WALL PLAQUE,159.0,13.25,12,20,1.67,7.95,0.0,7,11,22.71,1.82,Medium,Occasional
84632,DECORATIVE HANGING SHELVING UNIT,419.65,69.94,6,7,1.17,59.95,0.0,5,6,83.93,1.17,Medium,Niche
84637,KITCHEN FLOWER POTS WALL PLAQUE,172.55,13.27,13,29,2.23,5.95,0.0,11,13,15.69,2.23,Medium,Occasional
84638,SMALL KITCHEN FLOWER POTS PLAQUE,132.05,11.0,12,19,1.58,6.95,0.0,11,12,12.0,1.58,Medium,Occasional
84658,WHITE STITCHED CUSHION COVER,322.38,17.91,18,46,2.56,7.02,0.32,14,16,23.03,2.88,Medium,Occasional
84659A,WHITE TRAVEL ALARM CLOCK,316.86,13.78,23,135,5.87,2.47,0.29,19,23,16.68,5.87,Medium,Occasional
84660A,WHITE STITCHED WALL CLOCK,766.44,20.17,38,839,22.08,1.42,1.42,30,38,25.55,22.08,High,Occasional
84660B,BLACK STITCHED WALL CLOCK,686.23,22.87,30,697,23.23,1.32,0.99,20,29,34.31,24.03,High,Occasional
84660C,PINK STITCHED WALL CLOCK,590.57,21.87,27,639,23.67,1.0,0.58,20,27,29.53,23.67,High,Occasional
84661A,WHITE SQUARE TABLE CLOCK,132.99,12.09,11,94,8.55,2.13,1.27,10,11,13.3,8.55,Medium,Occasional
84661B,BLACK SQUARE TABLE CLOCK,225.49,18.79,12,95,7.92,2.57,1.65,10,12,22.55,7.92,Medium,Occasional
